Specimen ID,Specimen,Plate ID,Well ID,Sample,Run Time,P2 Abs. Count
1,Specimen1,1,A1,PBS_Ua,9/10/2021 9:19:28 PM,23921304
1,Specimen1,1,B1,PBS_Ub,9/10/2021 9:23:09 PM,7552000
1,Specimen1,1,C1,UL01_Ua,9/10/2021 9:27:20 PM,9890000
1,Specimen1,1,D1,UL01_Ub,9/10/2021 9:31:30 PM,9212000
1,Specimen1,1,E1,UL02_Ua,9/10/2021 9:35:41 PM,12226000
1,Specimen1,1,F1,UL02_Ub,9/10/2021 9:39:51 PM,10740000
1,Specimen1,1,G1,UL03_Ua,9/10/2021 9:44:02 PM,9330000
1,Specimen1,1,H1,UL03_Ub,9/10/2021 9:48:13 PM,9650000
1,Specimen1,1,A2,UL04_Ua,9/10/2021 9:52:24 PM,7538000
1,Specimen1,1,B2,UL04_Ub,9/10/2021 9:56:34 PM,6886000
1,Specimen1,1,C2,UL05_Ua,9/10/2021 10:00:45 PM,4144000
1,Specimen1,1,D2,UL05_Ub,9/10/2021 10:04:56 PM,3740000
1,Specimen1,1,E2,UL06_Ua,9/10/2021 10:09:06 PM,417427876
1,Specimen1,1,F2,UL06_Ub,9/10/2021 10:10:00 PM,454570022
1,Specimen1,1,G2,UL07_Ua,9/10/2021 10:10:52 PM,334487259
1,Specimen1,1,H2,UL07_Ub,9/10/2021 10:11:47 PM,327421856
1,Specimen1,1,A3,UL08_Ua,9/10/2021 10:12:43 PM,369151591
1,Specimen1,1,B3,UL08_Ub,9/10/2021 10:13:38 PM,349489088
1,Specimen1,1,C3,UL09_Ua,9/10/2021 10:14:33 PM,290031515
1,Specimen1,1,D3,UL09_Ub,9/10/2021 10:15:30 PM,277046126
1,Specimen1,1,E3,UL10_Ua,9/10/2021 10:16:29 PM,195241743
1,Specimen1,1,F3,UL10_Ub,9/10/2021 10:17:33 PM,230944432
1,Specimen1,1,G3,UL11_Ua,9/10/2021 10:18:36 PM,300465624
1,Specimen1,1,H3,UL11_Ub,9/10/2021 10:19:34 PM,399764165
1,Specimen1,1,A4,UL12_Ua,9/10/2021 10:20:27 PM,373505837
1,Specimen1,1,B4,UL12_Ub,9/10/2021 10:21:22 PM,384985208
1,Specimen1,1,C4,UL13_Ua,9/10/2021 10:22:16 PM,289152718
1,Specimen1,1,D4,UL13_Ub,9/10/2021 10:23:14 PM,249704871
1,Specimen1,1,E4,UL14_Ua,9/10/2021 10:24:14 PM,235059587
1,Specimen1,1,F4,UL14_Ub,9/10/2021 10:25:15 PM,224956474
1,Specimen1,1,G4,PBS_Sa,9/10/2021 8:00:16 PM,28243753
1,Specimen1,1,H4,PBS_Sb,9/10/2021 8:03:43 PM,16950000
1,Specimen1,1,A5,UL01_Sa,9/10/2021 8:07:54 PM,30078071
1,Specimen1,1,B5,UL01_Sb,9/10/2021 8:11:05 PM,20480000
1,Specimen1,1,C5,UL02_Sa,9/10/2021 8:15:16 PM,28057476
1,Specimen1,1,D5,UL02_Sb,9/10/2021 8:18:36 PM,24158099
1,Specimen1,1,E5,UL03_Sa,9/10/2021 8:22:21 PM,24577070
1,Specimen1,1,F5,UL03_Sb,9/10/2021 8:26:09 PM,20864321
1,Specimen1,1,G5,UL04_Sa,9/10/2021 8:30:17 PM,6658000
1,Specimen1,1,H5,UL04_Sb,9/10/2021 8:34:27 PM,5782000
1,Specimen1,1,A6,UL05_Sa,9/10/2021 8:38:38 PM,5464000
1,Specimen1,1,B6,UL05_Sb,9/10/2021 8:42:49 PM,4940000
1,Specimen1,1,C6,UL06_Sa,9/10/2021 8:47:00 PM,173834198
1,Specimen1,1,D6,UL06_Sb,9/10/2021 8:48:07 PM,178632626
1,Specimen1,1,E6,UL07_Sa,9/10/2021 8:49:14 PM,257248593
1,Specimen1,1,F6,UL07_Sb,9/10/2021 8:50:16 PM,212613089
1,Specimen1,1,G6,UL08_Sa,9/10/2021 8:51:22 PM,154469114
1,Specimen1,1,H6,UL08_Sb,9/10/2021 8:52:34 PM,137789852
1,Specimen1,1,A7,UL09_Sa,9/10/2021 8:53:48 PM,92940058
1,Specimen1,1,B7,UL09_Sb,9/10/2021 8:55:19 PM,94646175
1,Specimen1,1,C7,UL10_Sa,9/10/2021 8:56:52 PM,90727271
1,Specimen1,1,D7,UL10_Sb,9/10/2021 8:58:23 PM,86840826
1,Specimen1,1,E7,UL11_Sa,9/10/2021 8:59:57 PM,128274875
1,Specimen1,1,F7,UL11_Sb,9/10/2021 9:01:15 PM,138220215
1,Specimen1,1,G7,UL12_Sa,9/10/2021 9:02:31 PM,151739849
1,Specimen1,1,H7,UL12_Sb,9/10/2021 9:03:44 PM,150898381
1,Specimen1,1,A8,UL13_Sa,9/10/2021 9:04:56 PM,99574424
1,Specimen1,1,B8,UL13_Sb,9/10/2021 9:06:23 PM,94721045
1,Specimen1,1,C8,UL14_Sa,9/10/2021 9:07:53 PM,111614882
1,Specimen1,1,D8,UL14_Sb,9/10/2021 9:09:15 PM,108347585
1,Specimen1,1,E8,PBS_Ra,9/10/2021 10:36:16 PM,36563513
1,Specimen1,1,F8,PBS_Rb,9/10/2021 10:39:00 PM,26518976
1,Specimen1,1,G8,UL01_Ra,9/10/2021 10:42:35 PM,18852000
1,Specimen1,1,H8,UL01_Rb,9/10/2021 10:46:46 PM,20818000
1,Specimen1,1,A9,UL02_Ra,9/10/2021 10:50:57 PM,22010222
1,Specimen1,1,B9,UL02_Rb,9/10/2021 10:55:01 PM,23106684
1,Specimen1,1,C9,UL03_Ra,9/10/2021 10:58:58 PM,16164000
1,Specimen1,1,D9,UL03_Rb,9/10/2021 11:03:09 PM,15496000
1,Specimen1,1,E9,UL04_Ra,9/10/2021 11:07:20 PM,21856948
1,Specimen1,1,F9,UL04_Rb,9/10/2021 11:11:21 PM,23288812
1,Specimen1,1,G9,UL05_Ra,9/10/2021 11:15:29 PM,23598657
1,Specimen1,1,H9,UL05_Rb,9/10/2021 11:19:20 PM,23621658
1,Specimen1,1,A10,UL06_Ra,9/10/2021 11:23:01 PM,447012998
1,Specimen1,1,B10,UL06_Rb,9/10/2021 11:23:54 PM,442794070
1,Specimen1,1,C10,UL07_Ra,9/10/2021 11:24:47 PM,461413269
1,Specimen1,1,D10,UL07_Rb,9/10/2021 11:25:39 PM,551016245
1,Specimen1,1,E10,UL08_Ra,9/10/2021 11:26:30 PM,465510842
1,Specimen1,1,F10,UL08_Rb,9/10/2021 11:27:22 PM,530239535
1,Specimen1,1,G10,UL09_Ra,9/10/2021 11:28:13 PM,293410854
1,Specimen1,1,H10,UL09_Rb,9/10/2021 11:29:11 PM,342613263
1,Specimen1,1,A11,UL10_Ra,9/10/2021 11:30:07 PM,238834090
1,Specimen1,1,B11,UL10_Rb,9/10/2021 11:31:08 PM,253539159
1,Specimen1,1,C11,UL11_Ra,9/10/2021 11:32:08 PM,452587663
1,Specimen1,1,D11,UL11_Rb,9/10/2021 11:33:01 PM,450787399
1,Specimen1,1,E11,UL12_Ra,9/10/2021 11:33:53 PM,435420020
1,Specimen1,1,F11,UL12_Rb,9/10/2021 11:34:46 PM,439462796
1,Specimen1,1,G11,UL13_Ra,9/10/2021 11:35:39 PM,386925656
1,Specimen1,1,H11,UL13_Rb,9/10/2021 11:36:33 PM,382874384
1,Specimen1,1,A12,UL14_Ra,9/10/2021 11:37:27 PM,441323010
1,Specimen1,1,B12,UL14_Rb,9/10/2021 11:38:20 PM,382498192
1,Specimen1,1,C12,PBS_Aa,9/10/2021 11:54:03 PM,1166856464
1,Specimen1,1,D12,PBS_Ab,9/10/2021 11:54:49 PM,1008407480
1,Specimen1,1,E12,UL01_Aa,9/10/2021 11:55:36 PM,143102321
1,Specimen1,1,F12,UL01_Ab,9/10/2021 11:56:51 PM,190578815
1,Specimen1,1,G12,UL02_Aa,9/10/2021 11:57:57 PM,857248188
1,Specimen1,1,H12,UL02_Ab,9/10/2021 11:58:45 PM,1077801291
1,Specimen1,2,A1,UL03_Aa,9/11/2021 12:03:53 AM,363769108
